obs	caseno	begin	end	event	backlog	agenda	qmv	qmvpostsea	qmvpostteu	coop	codec	eu9	eu10	eu12	eu15	thatcher
397	204	4646	5033	0	130	0	0	0	0	0	0	0	0	1	0	1
398	205	0	580	1	130	0	0	0	0	0	0	1	0	0	0	0
399	206	0	769	1	130	0	0	0	0	0	0	1	0	0	0	0
400	207	0	197	1	130	0	1	0	0	0	0	1	0	0	0	0
401	208	0	560	1	130	0	1	0	0	0	0	1	0	0	0	0
402	209	0	759	1	130	0	1	0	0	0	0	1	0	0	0	0
403	210	0	419	1	130	0	0	0	0	0	0	1	0	0	0	0
404	211	0	1426	1	130	0	0	0	0	0	0	1	0	0	0	0
405	212	0	145	1	130	0	1	0	0	0	0	1	0	0	0	0
406	213	0	700	1	130	0	0	0	0	0	0	1	0	0	0	0
407	214	0	1989	0	130	0	0	0	0	0	0	1	0	0	0	0
408	214	1989	2710	0	130	0	0	0	0	0	0	1	0	0	0	1
409	214	2710	4536	0	130	0	0	0	0	0	0	0	1	0	0	1
410	214	4536	5066	0	130	0	0	0	0	0	0	0	0	1	0	1
411	214	5066	6266	0	130	0	0	0	0	0	0	0	0	1	0	1
412	215	0	531	1	130	0	0	0	0	0	0	1	0	0	0	0
413	216	0	825	1	130	0	0	0	0	0	0	1	0	0	0	0
414	217	0	42	1	130	0	1	0	0	0	0	1	0	0	0	0
415	218	0	95	1	130	0	1	0	0	0	0	1	0	0	0	0
416	219	0	448	1	130	0	0	0	0	0	0	1	0	0	0	0
417	220	0	231	1	130	0	0	0	0	0	0	1	0	0	0	0
418	221	0	967	1	130	0	0	0	0	0	0	1	0	0	0	0
419	222	0	1667	1	130	0	0	0	0	0	0	1	0	0	0	0
420	223	0	1856	0	130	0	0	0	0	0	0	1	0	0	0	0
421	223	1856	1909	1	130	0	0	0	0	0	0	1	0	0	0	1
422	224	0	270	1	130	0	0	0	0	0	0	1	0	0	0	0
423	225	0	949	1	130	0	0	0	0	0	0	1	0	0	0	0
424	226	0	1847	0	130	0	0	0	0	0	0	1	0	0	0	0
425	226	1847	2041	1	130	0	0	0	0	0	0	1	0	0	0	1
426	227	0	353	1	130	0	1	0	0	0	0	1	0	0	0	0
427	228	0	1836	0	162	0	1	0	0	0	0	1	0	0	0	0
428	228	1836	1965	1	162	0	1	0	0	0	0	1	0	0	0	1
429	229	0	930	1	162	0	0	0	0	0	0	1	0	0	0	0
430	230	0	89	1	162	0	1	0	0	0	0	1	0	0	0	0
431	231	0	511	1	162	0	0	0	0	0	0	1	0	0	0	0
432	232	0	282	0	162	0	1	0	0	0	0	1	0	0	0	0
433	233	0	651	1	162	0	0	0	0	0	0	1	0	0	0	0
434	234	0	513	1	162	0	0	0	0	0	0	1	0	0	0	0
435	235	0	1786	0	162	0	1	0	0	0	0	1	0	0	0	0
436	235	1786	2507	0	162	0	1	0	0	0	0	1	0	0	0	1
437	235	2507	2718	0	162	0	1	0	0	0	0	0	1	0	0	1
438	236	0	1243	1	162	0	0	0	0	0	0	1	0	0	0	0
439	237	0	1110	1	162	0	0	0	0	0	0	1	0	0	0	0
440	238	0	245	1	162	0	1	0	0	0	0	1	0	0	0	0
441	239	0	233	1	162	0	0	0	0	0	0	1	0	0	0	0
442	240	0	1733	1	162	0	0	0	0	0	0	1	0	0	0	0
443	241	0	448	1	162	0	0	0	0	0	0	1	0	0	0	0
444	242	0	90	1	162	0	0	0	0	0	0	1	0	0	0	0
445	243	0	235	1	162	0	1	0	0	0	0	1	0	0	0	0
446	244	0	1483	1	162	0	0	0	0	0	0	1	0	0	0	0
447	245	0	992	1	162	0	0	0	0	0	0	1	0	0	0	0
448	246	0	1682	0	162	0	0	0	0	0	0	1	0	0	0	0
449	246	1682	2235	0	162	0	0	0	0	0	0	1	0	0	0	1
450	247	0	910	0	162	0	0	0	0	0	0	1	0	0	0	0
451	248	0	656	1	162	0	0	0	0	0	0	1	0	0	0	0
452	249	0	1580	1	162	0	0	0	0	0	0	1	0	0	0	0
453	250	0	1652	0	162	0	0	0	0	0	0	1	0	0	0	0
454	250	1652	2373	0	162	0	0	0	0	0	0	1	0	0	0	1
455	250	2373	3728	1	162	0	0	0	0	0	0	0	1	0	0	1
456	251	0	1652	0	162	0	0	0	0	0	0	1	0	0	0	0
457	251	1652	2373	0	162	0	0	0	0	0	0	1	0	0	0	1
458	251	2373	3728	1	162	0	0	0	0	0	0	0	1	0	0	1
459	252	0	1637	0	162	0	0	0	0	0	0	1	0	0	0	0
460	252	1637	2358	0	162	0	0	0	0	0	0	1	0	0	0	1
461	252	2358	3174	1	162	0	0	0	0	0	0	0	1	0	0	1
462	253	0	514	1	162	0	0	0	0	0	0	1	0	0	0	0
463	254	0	280	1	162	0	1	0	0	0	0	1	0	0	0	0
464	255	0	853	1	162	0	0	0	0	0	0	1	0	0	0	0
465	256	0	958	1	162	0	0	0	0	0	0	1	0	0	0	0
466	257	0	1632	0	162	0	0	0	0	0	0	1	0	0	0	0
467	257	1632	2353	0	162	0	0	0	0	0	0	1	0	0	0	1
468	257	2353	3072	0	162	0	0	0	0	0	0	0	1	0	0	1
469	258	0	733	1	162	0	0	0	0	0	0	1	0	0	0	0
470	259	0	510	1	162	0	0	0	0	0	0	1	0	0	0	0
471	260	0	321	1	162	0	0	0	0	0	0	1	0	0	0	0
472	261	0	301	1	162	0	0	0	0	0	0	1	0	0	0	0
473	262	0	36	1	162	0	0	0	0	0	0	1	0	0	0	0
474	263	0	616	1	162	0	0	0	0	0	0	1	0	0	0	0
475	264	0	1506	0	162	0	1	0	0	0	0	1	0	0	0	0
476	264	1506	2227	0	162	0	1	0	0	0	0	1	0	0	0	1
477	264	2227	2946	0	162	0	1	0	0	0	0	0	1	0	0	1
478	265	0	1098	1	162	0	0	0	0	0	0	1	0	0	0	0
479	266	0	592	1	162	0	0	0	0	0	0	1	0	0	0	0
480	267	0	592	1	162	0	0	0	0	0	0	1	0	0	0	0
481	268	0	592	1	162	0	0	0	0	0	0	1	0	0	0	0
482	269	0	878	1	162	0	0	0	0	0	0	1	0	0	0	0
483	270	0	921	1	162	0	0	0	0	0	0	1	0	0	0	0
484	271	0	921	1	162	0	0	0	0	0	0	1	0	0	0	0
485	272	0	1284	1	162	0	0	0	0	0	0	1	0	0	0	0
486	273	0	1396	1	162	0	0	0	0	0	0	1	0	0	0	0
487	274	0	1460	1	162	0	0	0	0	0	0	1	0	0	0	0
488	275	0	1460	1	162	0	0	0	0	0	0	1	0	0	0	0
489	276	0	1483	0	162	0	0	0	0	0	0	1	0	0	0	0
490	276	1483	2204	0	162	0	0	0	0	0	0	1	0	0	0	1
491	276	2204	3559	1	162	0	0	0	0	0	0	0	1	0	0	1
492	277	0	1483	0	162	0	0	0	0	0	0	1	0	0	0	0
493	277	1483	2204	0	162	0	0	0	0	0	0	1	0	0	0	1
494	277	2204	3559	1	162	0	0	0	0	0	0	0	1	0	0	1
495	278	0	1483	0	162	0	0	0	0	0	0	1	0	0	0	0
496	278	1483	2204	0	162	0	0	0	0	0	0	1	0	0	0	1
497	278	2204	3559	1	162	0	0	0	0	0	0	0	1	0	0	1
498	279	0	1483	0	162	0	0	0	0	0	0	1	0	0	0	0
499	279	1483	2204	0	162	0	0	0	0	0	0	1	0	0	0	1
500	279	2204	3559	1	162	0	0	0	0	0	0	0	1	0	0	1
501	280	0	1483	0	162	0	0	0	0	0	0	1	0	0	0	0
502	280	1483	2204	0	162	0	0	0	0	0	0	1	0	0	0	1
503	280	2204	3559	1	162	0	0	0	0	0	0	0	1	0	0	1
504	281	0	1483	0	162	0	0	0	0	0	0	1	0	0	0	0
505	281	1483	2204	0	162	0	0	0	0	0	0	1	0	0	0	1
506	281	2204	3559	1	162	0	0	0	0	0	0	0	1	0	0	1
507	282	0	1483	0	162	0	0	0	0	0	0	1	0	0	0	0
508	282	1483	2204	0	162	0	0	0	0	0	0	1	0	0	0	1
509	282	2204	3587	1	162	0	0	0	0	0	0	0	1	0	0	1
510	283	0	1483	0	162	0	0	0	0	0	0	1	0	0	0	0
511	283	1483	2204	0	162	0	0	0	0	0	0	1	0	0	0	1
512	283	2204	2415	0	162	0	0	0	0	0	0	0	1	0	0	1
513	284	0	1483	0	162	0	0	0	0	0	0	1	0	0	0	0
514	284	1483	2204	0	162	0	0	0	0	0	0	1	0	0	0	1
515	284	2204	2923	0	162	0	0	0	0	0	0	0	1	0	0	1
516	285	0	1458	0	164	0	0	0	0	0	0	1	0	0	0	0
517	285	1458	2179	0	164	0	0	0	0	0	0	1	0	0	0	1
518	285	2179	4005	0	164	0	0	0	0	0	0	0	1	0	0	1
519	285	4005	4535	0	164	0	0	0	0	0	0	0	0	1	0	1
520	285	4535	5798	0	164	0	0	1	0	1	0	0	0	1	0	1
521	285	5798	6777	0	164	0	0	1	0	1	0	0	0	1	0	0
522	286	0	308	1	164	0	0	0	0	0	0	1	0	0	0	0
523	287	0	421	1	164	0	0	0	0	0	0	1	0	0	0	0
524	288	0	362	1	164	0	0	0	0	0	0	1	0	0	0	0
525	289	0	713	1	164	0	0	0	0	0	0	1	0	0	0	0
526	290	0	1366	0	164	0	0	0	0	0	0	1	0	0	0	0
527	290	1366	2087	0	164	0	0	0	0	0	0	1	0	0	0	1
528	290	2087	2788	1	164	0	0	0	0	0	0	0	1	0	0	1
529	291	0	334	1	164	0	0	0	0	0	0	1	0	0	0	0
530	292	0	334	1	164	0	0	0	0	0	0	1	0	0	0	0
531	293	0	190	1	164	0	0	0	0	0	0	1	0	0	0	0
532	294	0	396	1	164	0	0	0	0	0	0	1	0	0	0	0
533	295	0	866	1	164	0	0	0	0	0	0	1	0	0	0	0
534	296	0	536	1	164	0	0	0	0	0	0	1	0	0	0	0
535	297	0	1284	0	164	0	0	0	0	0	0	1	0	0	0	0
536	297	1284	2005	0	164	0	0	0	0	0	0	1	0	0	0	1
537	297	2005	3360	1	164	0	0	0	0	0	0	0	1	0	0	1
538	298	0	1284	0	164	0	0	0	0	0	0	1	0	0	0	0
539	298	1284	2005	0	164	0	0	0	0	0	0	1	0	0	0	1
540	298	2005	3360	1	164	0	0	0	0	0	0	0	1	0	0	1
541	299	0	952	1	164	0	0	0	0	0	0	1	0	0	0	0
542	300	0	367	1	164	0	0	0	0	0	0	1	0	0	0	0
543	301	0	1269	0	164	0	0	0	0	0	0	1	0	0	0	0
544	301	1269	1820	1	164	0	0	0	0	0	0	1	0	0	0	1
545	302	0	733	1	164	0	0	0	0	0	0	1	0	0	0	0
546	303	0	1034	1	164	0	0	0	0	0	0	1	0	0	0	0
547	304	0	1268	0	164	0	0	0	0	0	0	1	0	0	0	0
548	304	1268	1989	0	164	0	0	0	0	0	0	1	0	0	0	1
549	304	1989	3815	0	164	0	0	0	0	0	0	0	1	0	0	1
550	304	3815	4345	0	164	0	0	0	0	0	0	0	0	1	0	1
551	304	4345	5388	0	164	0	0	0	0	0	0	0	0	1	0	1
552	305	0	288	1	164	0	0	0	0	0	0	1	0	0	0	0
553	306	0	803	1	164	0	0	0	0	0	0	1	0	0	0	0
554	307	0	1198	0	164	0	1	0	0	0	0	1	0	0	0	0
555	307	1198	1919	0	164	0	1	0	0	0	0	1	0	0	0	1
556	307	1919	2130	0	164	0	1	0	0	0	0	0	1	0	0	1
557	308	0	1198	0	164	0	1	0	0	0	0	1	0	0	0	0
558	308	1198	1919	0	164	0	1	0	0	0	0	1	0	0	0	1
559	308	1919	2273	0	164	0	1	0	0	0	0	0	1	0	0	1
560	309	0	97	1	164	0	1	0	0	0	0	1	0	0	0	0
561	310	0	144	1	164	0	0	0	0	0	0	1	0	0	0	0
562	311	0	1175	0	164	0	0	0	0	0	0	1	0	0	0	0
563	311	1175	1896	0	164	0	0	0	0	0	0	1	0	0	0	1
564	311	1896	2712	1	164	0	0	0	0	0	0	0	1	0	0	1
565	312	0	1175	0	164	0	0	0	0	0	0	1	0	0	0	0
566	312	1175	1896	0	164	0	0	0	0	0	0	1	0	0	0	1
567	312	1896	2712	1	164	0	0	0	0	0	0	0	1	0	0	1
568	313	0	255	1	164	0	0	0	0	0	0	1	0	0	0	0
569	314	0	505	1	164	0	0	0	0	0	0	1	0	0	0	0
570	315	0	252	1	164	0	0	0	0	0	0	1	0	0	0	0
571	316	0	752	0	164	0	0	0	0	0	0	1	0	0	0	0
572	317	0	568	1	164	0	0	0	0	0	0	1	0	0	0	0
573	318	0	659	1	164	0	0	0	0	0	0	1	0	0	0	0
574	319	0	119	1	164	0	1	0	0	0	0	1	0	0	0	0
575	320	0	117	1	164	0	0	0	0	0	0	1	0	0	0	0
576	321	0	1077	1	164	0	0	0	0	0	0	1	0	0	0	0
577	322	0	1126	0	164	0	0	0	0	0	0	1	0	0	0	0
578	322	1126	1677	1	164	0	0	0	0	0	0	1	0	0	0	1
579	323	0	1084	1	164	0	0	0	0	0	0	1	0	0	0	0
580	324	0	1120	0	164	0	0	0	0	0	0	1	0	0	0	0
581	324	1120	1841	0	164	0	0	0	0	0	0	1	0	0	0	1
582	324	1841	3196	1	164	0	0	0	0	0	0	0	1	0	0	1
583	325	0	1120	0	164	0	0	0	0	0	0	1	0	0	0	0
584	325	1120	1841	0	164	0	0	0	0	0	0	1	0	0	0	1
585	325	1841	3196	1	164	0	0	0	0	0	0	0	1	0	0	1
586	326	0	1120	0	164	0	0	0	0	0	0	1	0	0	0	0
587	326	1120	1841	0	164	0	0	0	0	0	0	1	0	0	0	1
588	326	1841	3196	1	164	0	0	0	0	0	0	0	1	0	0	1
589	327	0	1119	0	164	0	0	0	0	0	0	1	0	0	0	0
590	327	1119	1840	0	164	0	0	0	0	0	0	1	0	0	0	1
591	327	1840	2051	0	164	0	0	0	0	0	0	0	1	0	0	1
592	328	0	1116	0	164	0	0	0	0	0	0	1	0	0	0	0
593	328	1116	1837	0	164	0	0	0	0	0	0	1	0	0	0	1
594	328	1837	3663	0	164	0	0	0	0	0	0	0	1	0	0	1
595	328	3663	4193	0	164	0	0	0	0	0	0	0	0	1	0	1
596	328	4193	4566	1	164	0	0	1	0	1	0	0	0	1	0	1
597	329	0	1115	0	164	0	0	0	0	0	0	1	0	0	0	0
598	329	1115	1168	1	164	0	0	0	0	0	0	1	0	0	0	1
599	330	0	1115	0	164	0	0	0	0	0	0	1	0	0	0	0
600	330	1115	1836	0	164	0	0	0	0	0	0	1	0	0	0	1
601	330	1836	3521	0	164	0	0	0	0	0	0	0	1	0	0	1
602	331	0	209	1	164	0	1	0	0	0	0	1	0	0	0	0
603	332	0	1095	0	194	0	1	0	0	0	0	1	0	0	0	0
604	332	1095	1148	1	194	0	1	0	0	0	0	1	0	0	0	1
605	333	0	76	1	194	0	1	0	0	0	0	1	0	0	0	0
606	334	0	691	1	194	0	0	0	0	0	0	1	0	0	0	0
607	335	0	1077	0	194	0	0	0	0	0	0	1	0	0	0	0
608	335	1077	1635	1	194	0	0	0	0	0	0	1	0	0	0	1
609	336	0	1057	0	194	0	0	0	0	0	0	1	0	0	0	0
610	336	1057	1608	1	194	0	0	0	0	0	0	1	0	0	0	1
611	337	0	994	1	194	0	0	0	0	0	0	1	0	0	0	0
612	338	0	628	1	194	0	0	0	0	0	0	1	0	0	0	0
613	339	0	1016	0	194	0	0	0	0	0	0	1	0	0	0	0
614	339	1016	1737	0	194	0	0	0	0	0	0	1	0	0	0	1
615	339	1737	3563	0	194	0	0	0	0	0	0	0	1	0	0	1
616	339	3563	4093	0	194	0	0	0	0	0	0	0	0	1	0	1
617	339	4093	5356	0	194	0	0	0	0	0	0	0	0	1	0	1
618	339	5356	6424	0	194	0	0	0	0	0	0	0	0	1	0	0
619	339	6424	6467	0	194	0	0	0	0	0	0	0	0	1	0	0
620	340	0	481	1	194	0	0	0	0	0	0	1	0	0	0	0
621	341	0	1014	0	194	0	0	0	0	0	0	1	0	0	0	0
622	341	1014	1179	1	194	0	0	0	0	0	0	1	0	0	0	1
623	342	0	102	1	194	0	1	0	0	0	0	1	0	0	0	0
624	343	0	1002	0	194	0	0	0	0	0	0	1	0	0	0	0
625	343	1002	1723	0	194	0	0	0	0	0	0	1	0	0	0	1
626	343	1723	3537	1	194	0	0	0	0	0	0	0	1	0	0	1
627	344	0	996	0	194	0	0	0	0	0	0	1	0	0	0	0
628	344	996	1339	1	194	0	0	0	0	0	0	1	0	0	0	1
629	345	0	84	1	194	0	1	0	0	0	0	1	0	0	0	0
630	346	0	988	0	194	0	0	0	0	0	0	1	0	0	0	0
631	346	988	1709	0	194	0	0	0	0	0	0	1	0	0	0	1
632	346	1709	3535	0	194	0	0	0	0	0	0	0	1	0	0	1
633	346	3535	3922	0	194	0	0	0	0	0	0	0	0	1	0	1
634	347	0	988	0	194	0	1	0	0	0	0	1	0	0	0	0
635	347	988	1709	0	194	0	1	0	0	0	0	1	0	0	0	1
636	347	1709	2602	1	194	0	1	0	0	0	0	0	1	0	0	1
637	348	0	73	1	194	0	0	0	0	0	0	1	0	0	0	0
638	349	0	976	0	194	0	0	0	0	0	0	1	0	0	0	0
639	349	976	1697	0	194	0	0	0	0	0	0	1	0	0	0	1
640	349	1697	1967	1	194	0	0	0	0	0	0	0	1	0	0	1
641	350	0	976	0	194	0	0	0	0	0	0	1	0	0	0	0
642	350	976	1697	0	194	0	0	0	0	0	0	1	0	0	0	1
643	350	1697	1967	1	194	0	0	0	0	0	0	0	1	0	0	1
644	351	0	168	1	194	0	1	0	0	0	0	1	0	0	0	0
645	352	0	175	1	194	0	0	0	0	0	0	1	0	0	0	0
646	353	0	172	1	194	0	0	0	0	0	0	1	0	0	0	0
647	354	0	516	1	194	0	0	0	0	0	0	1	0	0	0	0
648	355	0	606	1	194	0	0	0	0	0	0	1	0	0	0	0
649	356	0	903	0	194	0	0	0	0	0	0	1	0	0	0	0
650	356	903	1272	1	194	0	0	0	0	0	0	1	0	0	0	1
651	357	0	903	0	194	0	0	0	0	0	0	1	0	0	0	0
652	357	903	1456	0	194	0	0	0	0	0	0	1	0	0	0	1
653	358	0	902	0	194	0	0	0	0	0	0	1	0	0	0	0
654	358	902	1623	0	194	0	0	0	0	0	0	1	0	0	0	1
655	358	1623	3289	1	194	0	0	0	0	0	0	0	1	0	0	1
656	359	0	722	1	194	0	0	0	0	0	0	1	0	0	0	0
657	360	0	335	1	194	0	0	0	0	0	0	1	0	0	0	0
658	361	0	875	1	194	0	0	0	0	0	0	1	0	0	0	0
659	362	0	896	0	194	0	0	0	0	0	0	1	0	0	0	0
660	362	896	1617	0	194	0	0	0	0	0	0	1	0	0	0	1
661	362	1617	3443	0	194	0	0	0	0	0	0	0	1	0	0	1
662	362	3443	3973	0	194	0	0	0	0	0	0	0	0	1	0	1
663	362	3973	4585	0	194	0	0	1	0	1	0	0	0	1	0	1
664	363	0	108	1	194	0	1	0	0	0	0	1	0	0	0	0
665	364	0	855	0	194	0	0	0	0	0	0	1	0	0	0	0
666	364	855	1105	1	194	0	0	0	0	0	0	1	0	0	0	1
667	365	0	828	0	194	0	0	0	0	0	0	1	0	0	0	0
668	365	828	1157	1	194	0	0	0	0	0	0	1	0	0	0	1
669	366	0	804	0	194	0	0	0	0	0	0	1	0	0	0	0
670	366	804	1095	1	194	0	0	0	0	0	0	1	0	0	0	1
671	367	0	803	0	194	0	0	0	0	0	0	1	0	0	0	0
672	367	803	1524	0	194	0	0	0	0	0	0	1	0	0	0	1
673	367	1524	3350	0	194	0	0	0	0	0	0	0	1	0	0	1
674	367	3350	3880	0	194	0	0	0	0	0	0	0	0	1	0	1
675	367	3880	4199	0	194	0	0	0	0	0	0	0	0	1	0	1
676	368	0	411	1	194	0	0	0	0	0	0	1	0	0	0	0
677	369	0	411	1	194	0	0	0	0	0	0	1	0	0	0	0
678	370	0	411	1	194	0	0	0	0	0	0	1	0	0	0	0
679	371	0	594	1	194	0	0	0	0	0	0	1	0	0	0	0
680	372	0	778	0	194	0	0	0	0	0	0	1	0	0	0	0
681	372	778	1499	0	194	0	0	0	0	0	0	1	0	0	0	1
682	372	1499	3325	0	194	0	0	0	0	0	0	0	1	0	0	1
683	372	3325	3855	0	194	0	0	0	0	0	0	0	0	1	0	1
684	372	3855	5118	0	194	0	0	0	0	0	0	0	0	1	0	1
685	372	5118	6186	0	194	0	0	0	0	0	0	0	0	1	0	0
686	372	6186	6612	0	194	0	0	0	0	0	0	0	0	1	0	0
687	372	6612	7302	0	194	0	0	0	0	0	0	0	0	0	1	0
688	373	0	77	1	194	0	1	0	0	0	0	1	0	0	0	0
689	374	0	69	1	194	0	1	0	0	0	0	1	0	0	0	0
690	375	0	759	0	194	0	0	0	0	0	0	1	0	0	0	0
691	375	759	1480	0	194	0	0	0	0	0	0	1	0	0	0	1
692	375	1480	3306	0	194	0	0	0	0	0	0	0	1	0	0	1
693	375	3306	3657	1	194	0	0	0	0	0	0	0	0	1	0	1
694	376	0	409	1	194	0	0	0	0	0	0	1	0	0	0	0
695	377	0	755	0	194	0	0	0	0	0	0	1	0	0	0	0
696	377	755	836	1	194	0	0	0	0	0	0	1	0	0	0	1
697	378	0	188	1	194	0	0	0	0	0	0	1	0	0	0	0
698	379	0	188	1	194	0	0	0	0	0	0	1	0	0	0	0
699	380	0	188	1	194	0	0	0	0	0	0	1	0	0	0	0
700	381	0	537	1	194	0	0	0	0	0	0	1	0	0	0	0
701	382	0	537	1	194	0	0	0	0	0	0	1	0	0	0	0
702	383	0	727	1	194	0	0	0	0	0	0	1	0	0	0	0
703	384	0	727	1	194	0	0	0	0	0	0	1	0	0	0	0
704	385	0	750	0	194	0	0	0	0	0	0	1	0	0	0	0
705	385	750	1471	0	194	0	0	0	0	0	0	1	0	0	0	1
706	385	1471	3297	0	194	0	0	0	0	0	0	0	1	0	0	1
707	385	3297	3827	0	194	0	0	0	0	0	0	0	0	1	0	1
708	385	3827	4788	0	194	0	0	1	0	1	0	0	0	1	0	1
709	386	0	749	0	194	0	0	0	0	0	0	1	0	0	0	0
710	386	749	1470	0	194	0	0	0	0	0	0	1	0	0	0	1
711	386	1470	3296	0	194	0	0	0	0	0	0	0	1	0	0	1
712	386	3296	3826	0	194	0	0	0	0	0	0	0	0	1	0	1
713	386	3826	4787	0	194	0	0	1	0	1	0	0	0	1	0	1
714	387	0	736	0	169	0	0	0	0	0	0	1	0	0	0	0
715	387	736	1457	0	169	0	0	0	0	0	0	1	0	0	0	1
716	387	1457	3271	1	169	0	0	0	0	0	0	0	1	0	0	1
717	388	0	736	0	169	0	0	0	0	0	0	1	0	0	0	0
718	388	736	1457	0	169	0	0	0	0	0	0	1	0	0	0	1
719	388	1457	3283	0	169	0	0	0	0	0	0	0	1	0	0	1
720	388	3283	3810	1	169	0	0	0	0	0	0	0	0	1	0	1
721	389	0	52	1	169	0	1	0	0	0	0	1	0	0	0	0
722	390	0	245	1	169	0	1	0	0	0	0	1	0	0	0	0
723	391	0	416	1	169	0	0	0	0	0	0	1	0	0	0	0
724	392	0	222	1	169	0	0	0	0	0	0	1	0	0	0	0
725	393	0	271	1	169	0	0	0	0	0	0	1	0	0	0	0
726	394	0	603	0	169	0	0	0	0	0	0	1	0	0	0	0
727	394	603	762	1	169	0	0	0	0	0	0	1	0	0	0	1
728	395	0	596	0	169	0	0	0	0	0	0	1	0	0	0	0
729	395	596	621	1	169	0	0	0	0	0	0	1	0	0	0	1
730	396	0	583	0	169	0	0	0	0	0	0	1	0	0	0	0
731	396	583	1113	1	169	0	0	0	0	0	0	1	0	0	0	1
732	397	0	567	0	169	0	0	0	0	0	0	1	0	0	0	0
733	397	567	580	1	169	0	0	0	0	0	0	1	0	0	0	1
734	398	0	363	1	169	0	0	0	0	0	0	1	0	0	0	0
735	399	0	507	1	169	0	0	0	0	0	0	1	0	0	0	0
736	400	0	378	1	169	0	0	0	0	0	0	1	0	0	0	0
737	401	0	542	0	169	0	0	0	0	0	0	1	0	0	0	0
738	401	542	1808	1	169	0	0	0	0	0	0	1	0	0	0	1
739	402	0	542	0	169	0	0	0	0	0	0	1	0	0	0	0
740	402	542	1263	0	169	0	0	0	0	0	0	1	0	0	0	1
741	402	1263	2691	1	169	0	0	0	0	0	0	0	1	0	0	1
742	403	0	542	0	169	0	1	0	0	0	0	1	0	0	0	0
743	403	542	1023	1	169	0	1	0	0	0	0	1	0	0	0	1
744	404	0	147	1	169	0	0	0	0	0	0	1	0	0	0	0
745	405	0	284	1	169	0	0	0	0	0	0	1	0	0	0	0
746	406	0	531	0	169	0	0	0	0	0	0	1	0	0	0	0
747	406	531	1155	0	169	0	0	0	0	0	0	1	0	0	0	1
748	407	0	469	0	169	0	0	0	0	0	0	1	0	0	0	0
749	407	469	785	1	169	0	0	0	0	0	0	1	0	0	0	1
750	408	0	451	0	169	0	0	0	0	0	0	1	0	0	0	0
751	408	451	694	1	169	0	0	0	0	0	0	1	0	0	0	1
752	409	0	447	0	169	0	0	0	0	0	0	1	0	0	0	0
753	409	447	1138	0	169	0	0	0	0	0	0	1	0	0	0	1
754	410	0	160	1	169	0	1	0	0	0	0	1	0	0	0	0
755	411	0	74	1	169	0	0	0	0	0	0	1	0	0	0	0
756	412	0	74	1	169	0	0	0	0	0	0	1	0	0	0	0
757	413	0	32	1	169	0	1	0	0	0	0	1	0	0	0	0
758	414	0	70	1	169	0	0	0	0	0	0	1	0	0	0	0
759	415	0	208	1	169	0	1	0	0	0	0	1	0	0	0	0
760	416	0	414	0	169	0	1	0	0	0	0	1	0	0	0	0
761	416	414	476	0	169	0	1	0	0	0	0	1	0	0	0	1
762	417	0	414	0	169	0	1	0	0	0	0	1	0	0	0	0
763	417	414	476	0	169	0	1	0	0	0	0	1	0	0	0	1
764	418	0	414	0	169	0	1	0	0	0	0	1	0	0	0	0
765	418	414	476	0	169	0	1	0	0	0	0	1	0	0	0	1
766	419	0	306	1	169	0	0	0	0	0	0	1	0	0	0	0
767	420	0	398	0	169	0	0	0	0	0	0	1	0	0	0	0
768	420	398	424	1	169	0	0	0	0	0	0	1	0	0	0	1
769	421	0	386	0	169	0	0	0	0	0	0	1	0	0	0	0
770	421	386	1107	0	169	0	0	0	0	0	0	1	0	0	0	1
771	421	1107	1318	0	169	0	0	0	0	0	0	0	1	0	0	1
772	422	0	386	0	169	0	0	0	0	0	0	1	0	0	0	0
773	422	386	1107	0	169	0	0	0	0	0	0	1	0	0	0	1
774	422	1107	2933	0	169	0	0	0	0	0	0	0	1	0	0	1
775	422	2933	3320	0	169	0	0	0	0	0	0	0	0	1	0	1
776	423	0	386	0	169	0	0	0	0	0	0	1	0	0	0	0
777	423	386	1107	0	169	0	0	0	0	0	0	1	0	0	0	1
778	423	1107	2933	0	169	0	0	0	0	0	0	0	1	0	0	1
779	423	2933	3320	0	169	0	0	0	0	0	0	0	0	1	0	1
780	424	0	337	1	169	0	1	0	0	0	0	1	0	0	0	0
781	425	0	222	1	169	0	0	0	0	0	0	1	0	0	0	0
782	426	0	384	0	169	0	0	0	0	0	0	1	0	0	0	0
783	426	384	713	1	169	0	0	0	0	0	0	1	0	0	0	1
784	427	0	384	0	169	0	0	0	0	0	0	1	0	0	0	0
785	427	384	942	1	169	0	0	0	0	0	0	1	0	0	0	1
786	428	0	178	1	169	0	1	0	0	0	0	1	0	0	0	0
787	429	0	178	1	169	0	1	0	0	0	0	1	0	0	0	0
788	430	0	384	0	169	0	0	0	0	0	0	1	0	0	0	0
789	430	384	1105	0	169	0	0	0	0	0	0	1	0	0	0	1
790	430	1105	2931	0	169	0	0	0	0	0	0	0	1	0	0	1
791	430	2931	3461	0	169	0	0	0	0	0	0	0	0	1	0	1
792	430	3461	3610	0	169	0	0	0	0	0	0	0	0	1	0	1
793	431	0	163	1	169	0	1	0	0	0	0	1	0	0	0	0
794	432	0	353	0	172	0	0	0	0	0	0	1	0	0	0	0
795	432	353	693	1	172	0	0	0	0	0	0	1	0	0	0	1
